premise,hypothesis,label,label_id
اساس شخصیت و هویت انسان مستقل از جسم قرار گرفته، زیرا هویت انسان چیزی است که نه مانند اجزای مادی تغییر می‌کند و نه تابع تغییرات جسم است.,شخصیت و هویت انسان چیزی مستقل از جسم است، زیرا جسم انسان دائما در حال تغییر است ولی هویت او در تمام طول عمر ثابت می‌ماند.,e,1
اساس شخصیت و هویت انسان مستقل از جسم قرار گرفته، زیرا هویت انسان چیزی است که نه مانند اجزای مادی تغییر می‌کند و نه تابع تغییرات جسم است.,شخصیت و هویت انسان چیزی مستقل از جسم است، زیرا من حقیقی انسان در عین تغییر و تکامل برخاسته از جسم اوست.,c,0
اساس شخصیت و هویت انسان مستقل از جسم قرار گرفته، زیرا هویت انسان چیزی است که نه مانند اجزای مادی تغییر می‌کند و نه تابع تغییرات جسم است.,اگر شخصیت انسان وابسته به جسم باشد باید در طول عمر بارها تغییر کند.,e,1
در فلسفه قیام امام حسین  علیه السلام  نکات مختلفی وجود دارد ولی نکته اساسی و بنیانی حفظ جایگاه امر به معروف و نهی از منکر است.,فلسفه قیام امام حسین امر معروف و نهی از منکر بود.,e,1
در فلسفه قیام امام حسین  علیه السلام  نکات مختلفی وجود دارد ولی نکته اساسی و بنیانی حفظ جایگاه امر به معروف و نهی از منکر است.,نکته اساسی در فلسفه قیام امام حسین پاسخ به نامه‌های مکرر مردم کوفه بود.,c,0
در فلسفه قیام امام حسین  علیه السلام  نکات مختلفی وجود دارد ولی نکته اساسی و بنیانی حفظ جایگاه امر به معروف و نهی از منکر است., فلسفه و اساس قیام امام حسین  علیه السلام  و واقعه کربلا به خاطرجایگاه امر به معروف و نهی از منکر بوده است.,e,1
عامل قصاص موجب‌ می‌شود که‌ جرم در جامعه‌ به‌ حداقل‌ ممکن‌ برسد و تعداد مجرمانی که قصاص‌ می‌شوند به‌ مراتب‌ کمتر از وقتی‌ باشد که‌ این‌ عامل‌ بازدارنده‌ در جامعه‌ وجود ندارد.,قصاص باعث میشود، تعداد مجرمان کمتر شود. ,e,1
عامل قصاص موجب‌ می‌شود که‌ جرم در جامعه‌ به‌ حداقل‌ ممکن‌ برسد و تعداد مجرمانی که قصاص‌ می‌شوند به‌ مراتب‌ کمتر از وقتی‌ باشد که‌ این‌ عامل‌ بازدارنده‌ در جامعه‌ وجود ندارد.,دیه، باعث می‌شود که تعداد مجرمان کم شود چون مقدار زیادی از مال خود را از دست می دهند ولی با قصاص تعداد مجرمان کم نمی شود. ,c,0
عامل قصاص موجب‌ می‌شود که‌ جرم در جامعه‌ به‌ حداقل‌ ممکن‌ برسد و تعداد مجرمانی که قصاص‌ می‌شوند به‌ مراتب‌ کمتر از وقتی‌ باشد که‌ این‌ عامل‌ بازدارنده‌ در جامعه‌ وجود ندارد.,قصاص‌ یعنی‌ هر متجاوزی‌ براساس‌ عدالت‌ و به‌ اندازه‌ جنایت‌ خود مجازات‌ شود.,n,2
افراد انسان و روابط آنها هنگامی که غبار زمان می‌گیرند، خود، تاریخ‌اند نه این که در تاریخ واقع شوند. به بیان دیگر، حرکت تاریخ حرکت خود انسان‌ها است نه حرکت انسان‌ها در تاریخ و این تعریف تاریخ، با آزادی انسان ها در ساختن سرنوشت خود و جامعه منافاتی ندارد.,تعبیر  افراد انسانی و روابط آنها هنگامی که غبار زمان می‌گیرند خود تاریخ هستند.  از تاریخ، با آزادی انسان در ساختن سرنوشت خود و جامعه سازگار است.,e,1
افراد انسان و روابط آنها هنگامی که غبار زمان می‌گیرند، خود، تاریخ‌اند نه این که در تاریخ واقع شوند. به بیان دیگر، حرکت تاریخ حرکت خود انسان‌ها است نه حرکت انسان‌ها در تاریخ و این تعریف تاریخ، با آزادی انسان ها در ساختن سرنوشت خود و جامعه منافاتی ندارد.,تعریف تاریخ به صورت  انسانها به منزله جسم تاریخند ولی روح تاریخ قوانین و مسیری خاص دارد. ، با آزادی انسان در ساختن سرنوشت خود و جامعه سازگار می باشد.,n,2
افراد انسان و روابط آنها هنگامی که غبار زمان می‌گیرند، خود، تاریخ‌اند نه این که در تاریخ واقع شوند. به بیان دیگر، حرکت تاریخ حرکت خود انسان‌ها است نه حرکت انسان‌ها در تاریخ و این تعریف تاریخ، با آزادی انسان ها در ساختن سرنوشت خود و جامعه منافاتی ندارد.,برخلاف عام بودن قوانین طبیعی، قوانین اجتماعی نسبی‌اند، زیرا زمان‌مند و مکان‌مند هستند و اصل نسبیت در قوانین جامعه‌شناسی از وحدت و شدت بیشتری برخوردار است.,n,2
طبق آیات قرآن سنت خدا نه تبدیل می‌پذیرد و نه ‌تحویل. منظور از عدم تبدیل در سنت الهی این است که  سنت الهی قابل تبدیل به سنت دیگر نیست . مثل این‌که قانونی نسخ شود و قانون دیگری جای آن را بگیرد.,مراد از عدم تبدیل در سنت الهی این است که سنت الهی قابل تبدیل به سنت دیگر نیست مثل اینکه قانونی نسخ شود و قانونی دیگر جای آن را بگیرد.,e,1
طبق آیات قرآن سنت خدا نه تبدیل می‌پذیرد و نه ‌تحویل. منظور از عدم تبدیل در سنت الهی این است که  سنت الهی قابل تبدیل به سنت دیگر نیست . مثل این‌که قانونی نسخ شود و قانون دیگری جای آن را بگیرد.,از سنت های الهی می‌توان به سنت ابتلا یا امتحان، سنت توفیق، سنت هدایت و سنت استدراج و سنت املا اشاره کرد.,n,2
هنگامی که طالوت و گروهی از سپاه او که  سیصد و سیزده  نفر کسانی بودند که در آزمون آب رودخانه پیروز شده بودند، به جایی رسیدند که لشکر نیرومند جالوت، نمایان شد، دست به دعا برداشتند و از خداوند صبر و شکیبایی و استقامت طلب کردند که مستجاب شد.,هنگام رویارویی با لشگر قدرتمند جالوت، دعای گروهی از سپاهیان طالوت که قبلا در امتحان آب رودخانه پیروز شده بودند که  سیصد و سیزده  نفر بودند و از خدا طلب صبر و استقامت نمودند، مستجاب شد.,e,1
هنگامی که طالوت و گروهی از سپاه او که  سیصد و سیزده  نفر کسانی بودند که در آزمون آب رودخانه پیروز شده بودند، به جایی رسیدند که لشکر نیرومند جالوت، نمایان شد، دست به دعا برداشتند و از خداوند صبر و شکیبایی و استقامت طلب کردند که مستجاب شد.,موقع مواجهه با لشگر نیرومند جالوت، دعای گروهی از سپاهیان طالوت که کسانی که از قوم بنی اسراییل بودند و صندوق چوبین همراه آنان بود، مستجاب شد.,n,2
هنگامی که طالوت و گروهی از سپاه او که  سیصد و سیزده  نفر کسانی بودند که در آزمون آب رودخانه پیروز شده بودند، به جایی رسیدند که لشکر نیرومند جالوت، نمایان شد، دست به دعا برداشتند و از خداوند صبر و شکیبایی و استقامت طلب کردند که مستجاب شد.,بسیار شده که جمعیت کم از نظر نفرات، اما با کیفیتی بالا، از جهت ایمان و اراده و تصمیم و متکی به عنایات الهی به اذن الله بر جمعیتهای انبوه پیروز شدند.,n,2
بر طبق آیات قرآن، خداوند برای اثبات معجزه بودن قرآن، ناباوران را به آوردن سوره ای شبیه قرآن فرا می‌خواند و می فرماید:  اگر می‌توانید حتی یک سوره نظیر قرآن بیاورید . کفار زمان پیامبر با همه سخن‌وریشان و تسلطشان به زبان عربی و با اینکه اهل فصاحت و بلاغت و شاعری بودند، نتوانستند این شرط را که اتفاقا شرط مناسبی هم بود، انجام دهند.,قرآن کریم برای اثبات معجزه بودن خود فرمود:  اگر می‌توانید حتی یک سوره نظیر قرآن بیاورید  با توجه به اینکه هنر بزرگ اعراب سخنوری و شاعری بود، این شرط، شرط نامناسبی نبود.,e,1
بر طبق آیات قرآن، خداوند برای اثبات معجزه بودن قرآن، ناباوران را به آوردن سوره ای شبیه قرآن فرا می‌خواند و می فرماید:  اگر می‌توانید حتی یک سوره نظیر قرآن بیاورید . کفار زمان پیامبر با همه سخن‌وریشان و تسلطشان به زبان عربی و با اینکه اهل فصاحت و بلاغت و شاعری بودند، نتوانستند این شرط را که اتفاقا شرط مناسبی هم بود، انجام دهند.,خداوند در قرآن مجید برای اثبات معجزه بودن قرآن فرمود:  اگر می‌توانید حتی یک سوره نظیر قرآن بیاورید  و این شرط، شرط نامناسبی برای اعراب که هنر بزرگشان جنگاوری و اسب تازی بود، نیست.,c,0
بر طبق آیات قرآن، خداوند برای اثبات معجزه بودن قرآن، ناباوران را به آوردن سوره ای شبیه قرآن فرا می‌خواند و می فرماید:  اگر می‌توانید حتی یک سوره نظیر قرآن بیاورید . کفار زمان پیامبر با همه سخن‌وریشان و تسلطشان به زبان عربی و با اینکه اهل فصاحت و بلاغت و شاعری بودند، نتوانستند این شرط را که اتفاقا شرط مناسبی هم بود، انجام دهند.,قرآن کریم، کتاب زنده ای است که برای اثبات اعجازش محتاج به غیر از قرآن نیستیم، بلکه خود، اعجاز خویش را اثبات می‌کند و برای اثبات اعجازش، به آیات متعددی می‌توان استناد کرد.,n,2
در مورد روز قیامت امام صادق  علیه السلام  می‌فرماید:  خداوند مردم را در روز قیامت بر اساس نیاتشان (حالات درونی‌شان) محشور می‌گرداند. ,در روایتی امام صادق  علیه السلام  می‌فرمایند: خداوند مردم را در روز قیامت بر اساس حالات درونی‌شان محشور می‌گرداند.,e,1
در مورد روز قیامت امام صادق  علیه السلام  می‌فرماید:  خداوند مردم را در روز قیامت بر اساس نیاتشان (حالات درونی‌شان) محشور می‌گرداند. ,امام صادق  علیه السلام  در روایتی فرموده اند: خداوند مردم را در روز قیامت محشور می‌گرداند بر اساس چگونگی خدمتشان.,c,0
در مورد روز قیامت امام صادق  علیه السلام  می‌فرماید:  خداوند مردم را در روز قیامت بر اساس نیاتشان (حالات درونی‌شان) محشور می‌گرداند. ,امام صادق  علیه السلام : مردم را با غیر زبانتان به کار نیک فرا بخوانید، تا کوشش، راستی و پرهیزکاری را از شما مشاهده کنند.,n,2
در مجلسی با حضور امام علی  علیه السلام ، شخصی زبان به مدح و ثنای ایشان به صورت افراطی گشود. ایشان فرمودند: وقتی به من نزدیک می‌شوید ظاهرسازی نکنید و تصور نکنید که اگر حقی به من گفته شود بر من سنگین خواهد بود .,امام علی  علیه السلام  برای کسی که در مدح و ثنای حضرت افراط کرد، فرمود:  وقتی به من نزدیک می‌شوید ظاهرسازی نکنید و فکر نکنید که اگر حقی به من گفته شود بر من سنگین خواهد بود .,e,1
در مجلسی با حضور امام علی  علیه السلام ، شخصی زبان به مدح و ثنای ایشان به صورت افراطی گشود. ایشان فرمودند: وقتی به من نزدیک می‌شوید ظاهرسازی نکنید و تصور نکنید که اگر حقی به من گفته شود بر من سنگین خواهد بود .,امام علی  علیه السلام  می‌فرماید: کسیکه روزی برای فضیلتی که در تو نیست به دروغ مدحت گوید سزاوار است روز دیگر برای صفت بدی که از آن منزهی مذمتت کند.,n,2
امام موسی کاظم  علیه السلام ، کسانی را که دوست دارند ظالمان چند روزی بیشتر عمر کنند را اهل آتش معرفی کرده و در این باره به صفان جمال فرموده اند:  فمن أحب بقاءهم فهو منهم ومن کان منهم کان ورد النار .,امام موسی کاظم  علیه السلام  به صفوان فرموده اند:  فمن أحب بقاءهم فهو منهم ومن کان منهم کان ورد النار .,e,1
امام موسی کاظم  علیه السلام ، کسانی را که دوست دارند ظالمان چند روزی بیشتر عمر کنند را اهل آتش معرفی کرده و در این باره به صفان جمال فرموده اند:  فمن أحب بقاءهم فهو منهم ومن کان منهم کان ورد النار ., فمن أحب بقاءهم فهو منهم ومن کان منهم کان ورد النار  از فرمایشات امام حسن عسگری  علیه السلام  به صفان است.,c,0
امام موسی کاظم  علیه السلام ، کسانی را که دوست دارند ظالمان چند روزی بیشتر عمر کنند را اهل آتش معرفی کرده و در این باره به صفان جمال فرموده اند:  فمن أحب بقاءهم فهو منهم ومن کان منهم کان ورد النار .,امام موسی کاظم به صفوان می‌فرمایند:  إکراؤک جمالک من هذا الرجل یعنی هارون   کرایه دادن شترهایت به این مرد، یعنی هارون ,n,2
بحارالأنوار بزرگترین منبع حدیث و از ارزشمندترین کتب تشیع به زبان عربی به تألیف علامه مجلسی است. در زمان مؤلف در  بیست و پنج  جلد و در چاپ جدید در  صد و ده  جلد منتشر شده است.,بحارالانوار از گنجینه های ارزشمند شیعه است و در حال حاضر در صد و ده جلد موجود است.,e,1
بحارالأنوار بزرگترین منبع حدیث و از ارزشمندترین کتب تشیع به زبان عربی به تألیف علامه مجلسی است. در زمان مؤلف در  بیست و پنج  جلد و در چاپ جدید در  صد و ده  جلد منتشر شده است.,تنها کتاب ارزشمند شیعیان که در حال حاضر در صد و ده جلد موجود است، وسائل الشیعه است.,c,0
بحارالأنوار بزرگترین منبع حدیث و از ارزشمندترین کتب تشیع به زبان عربی به تألیف علامه مجلسی است. در زمان مؤلف در  بیست و پنج  جلد و در چاپ جدید در  صد و ده  جلد منتشر شده است.,علامه مجلسی، موضوعات بحارالانوار را براساس عناوین و ترتیب موضوعات کتب اخبار و کلام و فقه و تاریخ تقسیم‌بندی کرده است.,n,2
ابوسعید ابان بن عثمان از شاگردان امام سجاد، امام باقر و امام صادق علیه  السلام بود و در سال  صد و چهل  یا  صد و چهل و یک  ه ق، در زمان حیات امام صادق از دنیا رفت.,از بین شگردان امام صادق  علیه السلام  میتوان از ابو سعید ابان نام برد.,e,1
ابوسعید ابان بن عثمان از شاگردان امام سجاد، امام باقر و امام صادق علیه  السلام بود و در سال  صد و چهل  یا  صد و چهل و یک  ه ق، در زمان حیات امام صادق از دنیا رفت.,از بین شگردان ابو سعید ابان میتوان از امام صادق  علیه السلام  نام برد.,c,0
ابوسعید ابان بن عثمان از شاگردان امام سجاد، امام باقر و امام صادق علیه  السلام بود و در سال  صد و چهل  یا  صد و چهل و یک  ه ق، در زمان حیات امام صادق از دنیا رفت.,امام صادق به ابو سعید ابان فرمودند: در مسجد مدینه بنشین و برای مردم فتوی بده و احکام الهی را بیان کن.,n,2
 أولئک کالأنعام بل هم أضل أولئک هم الغافلون :  آنان همانند چهارپایان بلکه گمراه ‌ترند  آری  آنها همان غافل ماندگانند ,ترجمه آیه  أولئک کالأنعام بل هم أضل ،  آنها مانند چهارپایانند بلکه گمراه تر از آنان هستند.  است.,e,1
 أولئک کالأنعام بل هم أضل أولئک هم الغافلون :  آنان همانند چهارپایان بلکه گمراه ‌ترند  آری  آنها همان غافل ماندگانند , آنها مانند چهارپایانند پس نباید گمراه شوند ، ترجمه ی آیه ی  أولئک کالأنعام بل هم أضل  میباشد.,c,0
 أولئک کالأنعام بل هم أضل أولئک هم الغافلون :  آنان همانند چهارپایان بلکه گمراه ‌ترند  آری  آنها همان غافل ماندگانند ,ترجمه آیه  ولهم آذان لا یسمعون بها أولئک کالأنعام بل هم أضل ،  گوشهایی دارند که با آنها نمی  شنوند آنان همانند چهارپایان بلکه گمراه  ترند  است.,n,2
دونوع شرک به یگانگی خدا داریم:  یک   عملی  دو   نظری. انواع شرک نظری: الف  شرک در ذات خداوند (شرک ذاتی)، ب  شرک در صفات ذاتی خداوند، ج  شرک در ربوبیت (فاعل بودن). انواع شرک عملی: الف  شرک جلی، ب  شرک خفی.,کسی که یگانگی خداوند را از نظر ذات یا صفات ذاتی یا فاعلیت باور نداشته باشد، دچار شرک نظری است.,e,1
دونوع شرک به یگانگی خدا داریم:  یک   عملی  دو   نظری. انواع شرک نظری: الف  شرک در ذات خداوند (شرک ذاتی)، ب  شرک در صفات ذاتی خداوند، ج  شرک در ربوبیت (فاعل بودن). انواع شرک عملی: الف  شرک جلی، ب  شرک خفی.,اینکه یک فرد دچار شرک عملی است، یعنی از نظر ذات یا صفات ذاتی یا ربوبیت به یگانگی خداوند ایمان نداشته باشد.,c,0
دونوع شرک به یگانگی خدا داریم:  یک   عملی  دو   نظری. انواع شرک نظری: الف  شرک در ذات خداوند (شرک ذاتی)، ب  شرک در صفات ذاتی خداوند، ج  شرک در ربوبیت (فاعل بودن). انواع شرک عملی: الف  شرک جلی، ب  شرک خفی.,شرک نظری مربوط به عالم عقیده و علم است، به عبارتی شناخت دروغین ذات و صفات خداوند است.,n,2
پیامبر اسلام فرموده اند: شرک (راه یافتن شرک) مخفی تر است از رفتن مورچه بر سنگ صاف در شب تاریک. کمترین شرک این است که انسان کمی از ظلم را دوست بدارد و از آن راضی باشد و یا کمی از عدل را دشمن بدارد.,حدیث  کمترین شرک این است که انسان کمی از ظلم را دوست بدارد و از آن راضی باشد  از پیامبر  صلی الله علیه و آله و سلم  است.,e,1
پیامبر اسلام فرموده اند: شرک (راه یافتن شرک) مخفی تر است از رفتن مورچه بر سنگ صاف در شب تاریک. کمترین شرک این است که انسان کمی از ظلم را دوست بدارد و از آن راضی باشد و یا کمی از عدل را دشمن بدارد.,سخن  کمترین شرک این است که انسان کمی از ظلم را دوست بدارد و از آن راضی باشد  از امام علی  علیه السلام  است.,c,0
پیامبر اسلام فرموده اند: شرک (راه یافتن شرک) مخفی تر است از رفتن مورچه بر سنگ صاف در شب تاریک. کمترین شرک این است که انسان کمی از ظلم را دوست بدارد و از آن راضی باشد و یا کمی از عدل را دشمن بدارد.,بعضی از شرک ها آن اندازه ریز و پنهان است که با ذره بین های بسیار قوی نیز به زحمت قابل دیدن است.,n,2
امر به معروف و نهی از منکر از احکام مسلمانان و از فروع دین شیعیان است و با تامل در آیات قرآن کریم در میابیم که بر همه‌ی مردم واجب است.,با توجه به آیات قرآن کریم، امر به معروف و نهی از منکر وظیفه‌ی همه مردم است.,e,1
امر به معروف و نهی از منکر از احکام مسلمانان و از فروع دین شیعیان است و با تامل در آیات قرآن کریم در میابیم که بر همه‌ی مردم واجب است.,با دقت به آیات قرآن در میابیم که امر به معروف و نهی از منکر وظیفه رحانیون است.,c,0
امر به معروف و نهی از منکر از احکام مسلمانان و از فروع دین شیعیان است و با تامل در آیات قرآن کریم در میابیم که بر همه‌ی مردم واجب است.,امر به معروف و نهی از منکر، واجب کفایی است که اگر افرادی   به قدر کفایت   به انجام آن اقدام کنند، از دیگران ساقط می‌شود.,n,2
تأویل که مقامی در فهم متون و پدیدارهای قدسی و به‌طور خاص قرآن است، به معنای تحقق حقیقت خارجی است که پدیدار می‌شود و یا کلام به آن ارجاع می‌دهد.,معنای درست و دقیق تأویل، بازگرداندن یک سخن به واقعیت خارجی آن است.,e,1
تأویل که مقامی در فهم متون و پدیدارهای قدسی و به‌طور خاص قرآن است، به معنای تحقق حقیقت خارجی است که پدیدار می‌شود و یا کلام به آن ارجاع می‌دهد.,معنای صحیح و کامل تأویل، مقایسه واقعیات این عالم با یکدیگر است.,c,0
تأویل که مقامی در فهم متون و پدیدارهای قدسی و به‌طور خاص قرآن است، به معنای تحقق حقیقت خارجی است که پدیدار می‌شود و یا کلام به آن ارجاع می‌دهد.,ریشه تأویل از  اول  به معنای  بازگرداندن پیش یا وضعیت پیشین  است.,n,2
خدا در قرآن برای آنکه مردم خیال نکنند حساب علت و معلول و اندازه گیری در کار عالم نیست و احیانا خداوند کاری را بدون رابطه علت و معلول انجام می‌دهد، می‌فرماید: قد جعل الله لکل شی ء قدرا.,آیه کریمه  قد جعل الله لکل شیء قدرا  نظم علت و معلولی را به رسمیت شناخته است.,e,1
خدا در قرآن برای آنکه مردم خیال نکنند حساب علت و معلول و اندازه گیری در کار عالم نیست و احیانا خداوند کاری را بدون رابطه علت و معلول انجام می‌دهد، می‌فرماید: قد جعل الله لکل شی ء قدرا.,در آیه‌ی شریفه  قد جعل الله لکل شیء قدرا  تنها از رابطه امکان و وجوب صحبت شده است.,c,0
خدا در قرآن برای آنکه مردم خیال نکنند حساب علت و معلول و اندازه گیری در کار عالم نیست و احیانا خداوند کاری را بدون رابطه علت و معلول انجام می‌دهد، می‌فرماید: قد جعل الله لکل شی ء قدرا.,خداوند هرگاه اراده کند، اشخاصی را به رازهای علت و معلول آشنا می‌سازد.,n,2
امام خمینی: خدای تبارک و تعالی می‌فرماید که من فقط یک موعظه دارم به شما: قل إنما أعظکم بواحدة. به امت بگو که فقط من یک موعظه دارم به شما و آن موعظه این است که قیام کنید برای خدا.,مطابق بیان امام خمینی (قدس سره) تنها موعظه خداوند متعال به امت این است که برای خدا قیام کنید.,e,1
امام خمینی: خدای تبارک و تعالی می‌فرماید که من فقط یک موعظه دارم به شما: قل إنما أعظکم بواحدة. به امت بگو که فقط من یک موعظه دارم به شما و آن موعظه این است که قیام کنید برای خدا.,طبق فرموده‌ی امام خمینی  رحمة الله علیه ، خداوند فقط یک موعظه دارد و آن اینکه یار مظلوم باشید.,c,0
امام خمینی: خدای تبارک و تعالی می‌فرماید که من فقط یک موعظه دارم به شما: قل إنما أعظکم بواحدة. به امت بگو که فقط من یک موعظه دارم به شما و آن موعظه این است که قیام کنید برای خدا.,امام خمینی فرمودند: اگر قیام برای خدا باشد، اگر نهضت برای خدا باشد، شکست ندارد.,n,2
از نگاه قرآن کریم و روایات، انحطاط و سقوط اخلاقی که در حقیقت موجب سقوط انسان از جایگاه و کرامت انسانی می‌شود، به عوامل مختلفی که مهمترین آنها هوای نفس است، بستگی دارد.,در تعالیم اسلام عامل اصلی سقوط اخلاقی انسان، هوای نفس معرفی شده است.,e,1
از نگاه قرآن کریم و روایات، انحطاط و سقوط اخلاقی که در حقیقت موجب سقوط انسان از جایگاه و کرامت انسانی می‌شود، به عوامل مختلفی که مهمترین آنها هوای نفس است، بستگی دارد.,از نگاه اسلام سوءظن مهمترین عامل سقوط اخلاقی انسان معرفی شده است.,c,0
از نگاه قرآن کریم و روایات، انحطاط و سقوط اخلاقی که در حقیقت موجب سقوط انسان از جایگاه و کرامت انسانی می‌شود، به عوامل مختلفی که مهمترین آنها هوای نفس است، بستگی دارد.,قرآن هوای نفس، شیطان و دنیا پرستی را عامل سقوط اخلاقی انسان معرفی کرده است.,n,2
وقتی از امام جواد  علیه السلام  در مورد ترس مسلمانان آن زمان از مرگ سوال شد، فرمودند: چون بدان جهل دارند پس آن را ناخوشایند می‌دارند و اگر آن را می‌شناختند و از دوستان خداوند بودند بدان محبت می‌ورزیدند و می‌دانستند که آخرت برای آنان از دنیا بهتر است.,امام جواد  علیه السلام  فرموده اند: چون مسلمانان جهل به مرگ دارند مرگ را ناخوشایند می‌دارند.,e,1
وقتی از امام جواد  علیه السلام  در مورد ترس مسلمانان آن زمان از مرگ سوال شد، فرمودند: چون بدان جهل دارند پس آن را ناخوشایند می‌دارند و اگر آن را می‌شناختند و از دوستان خداوند بودند بدان محبت می‌ورزیدند و می‌دانستند که آخرت برای آنان از دنیا بهتر است.,امام جواد  علیه السلام  فرمودند: دلیل مسلمانان برای ناخوشایند پنداشتن مرگ، ترس از مرگ است.,c,0
وقتی از امام جواد  علیه السلام  در مورد ترس مسلمانان آن زمان از مرگ سوال شد، فرمودند: چون بدان جهل دارند پس آن را ناخوشایند می‌دارند و اگر آن را می‌شناختند و از دوستان خداوند بودند بدان محبت می‌ورزیدند و می‌دانستند که آخرت برای آنان از دنیا بهتر است.,جهل به زمان مرگ می‌تواند در سازندگی روح انسان مفید باشد و سعی کند کمتر گناه کند.,n,2
ایدیولوژی ها و مکتب ها، زاده جهان بینی ها هستند و به بیان دیگر تکیه گاه ایدیولوژی  ها جهان بینی  هاست.,رابطه بین جهان بینی و ایدئولوژی به این صورت است که ایدئولوژی هر کس زاییده جهان بینی اوست.,e,1
ایدیولوژی ها و مکتب ها، زاده جهان بینی ها هستند و به بیان دیگر تکیه گاه ایدیولوژی  ها جهان بینی  هاست.,بین جهان بینی و ایدئولوژی به این صورت رابطه وجود دارد که جهان بینی ها برخاسته از ایدئولوژی ها هستند.,c,0
ایدیولوژی ها و مکتب ها، زاده جهان بینی ها هستند و به بیان دیگر تکیه گاه ایدیولوژی  ها جهان بینی  هاست.,اگر جهان بینی مختلف باشد، ایدیولوژی هم مختلف است، چون تکیه گاه ایدئولوژی، از جنبه فکری جهان بینی است.,n,2
 حجرالاسود  سنگی مقدس است که پس از اختلاف بین سران قبیله‌ها بر سر نصب آن در کعبه، نهایتا توسط حضرت محمد  صلی الله علیه و آله و سلم  نصب شد.,نصب حجرالاسود به دست رسول اکرم  صلی الله علیه و آله و سلم  صورت گرفت.,e,1
 حجرالاسود  سنگی مقدس است که پس از اختلاف بین سران قبیله‌ها بر سر نصب آن در کعبه، نهایتا توسط حضرت محمد  صلی الله علیه و آله و سلم  نصب شد.,ابوطالب بعد از اختلاف بین قبیله‌ها حجرالاسود را بر جایش نهاد.,c,0
 حجرالاسود  سنگی مقدس است که پس از اختلاف بین سران قبیله‌ها بر سر نصب آن در کعبه، نهایتا توسط حضرت محمد  صلی الله علیه و آله و سلم  نصب شد.,حجرالاسود سنگی است سیاه رنگ که در کعبه نصب شده است.,n,2
ایدئولوژی حکمت عملی است و جهان‌بینی حکمت نظری  حکمت عملی‌ زاده حکمت نظری است.,جهان بینی در تحت حکمت نظری جای می‌گیرد.,e,1
ایدئولوژی حکمت عملی است و جهان‌بینی حکمت نظری  حکمت عملی‌ زاده حکمت نظری است.,جهان بینی در تحت حکمت عملی قرار دارد.,c,0
ایدئولوژی حکمت عملی است و جهان‌بینی حکمت نظری  حکمت عملی‌ زاده حکمت نظری است.,حکمت نظری از  هست ها سخن می‌گوید.,n,2
ایدئولوژی مجموعه ای از بایدها و نبایدها است که تکلیف ما را در این جهان روشن می‌کند و راهنمای عمل ما است.,ایدئولوژی تکلیف ما را در این جهان روشن می‌کند و راهنمای عمل ما است.,e,1
ایدئولوژی مجموعه ای از بایدها و نبایدها است که تکلیف ما را در این جهان روشن می‌کند و راهنمای عمل ما است.,جهان بینی راهنمای عمل ما است و تکلیف ما را در این جهان روشن می‌نماید.,c,0
ایدئولوژی مجموعه ای از بایدها و نبایدها است که تکلیف ما را در این جهان روشن می‌کند و راهنمای عمل ما است.,ایدیولوژی از نظر ساخت لغوی مرکب از دو جزء  ایده  و  لوژی  می‌باشد.,n,2
جهان بینی یعنی برداشت و شناختی که هر کس نسبت به جهان و واقعیت های آن دارد و مجموعه ای از آگاهی های ما نسبت به جهان هستی از جمله انسان است.,معنای جهان بینی، شناخت و آگاهی هر فرد نسبت به جهان هستی است.,e,1
جهان بینی یعنی برداشت و شناختی که هر کس نسبت به جهان و واقعیت های آن دارد و مجموعه ای از آگاهی های ما نسبت به جهان هستی از جمله انسان است.,دید کلی و عمومی نسبت به مسائل داشتن، معنای جهان بینی می‌باشد.,c,0
جهان بینی یعنی برداشت و شناختی که هر کس نسبت به جهان و واقعیت های آن دارد و مجموعه ای از آگاهی های ما نسبت به جهان هستی از جمله انسان است.,تعبیر و تفسیر از جهان از سه منبع علم، فلسفه و دین ممکن است الهام شود.,n,2
هدف اصلی همه تعلیمات پیامبران مقدمه ای است برای شناختن خدا و نزدیک شدن به او.,اصلی‌ترین هدف مشترک انبیا که اهداف دیگر به منزله مقدمه آن محسوب می‌شوند شناخت خدا و تقرب به او است.,e,1
هدف اصلی همه تعلیمات پیامبران مقدمه ای است برای شناختن خدا و نزدیک شدن به او.,اساسی ترین هدف مشترک انبیا برقراری عدالت اجتماعی است.,c,0
هدف اصلی همه تعلیمات پیامبران مقدمه ای است برای شناختن خدا و نزدیک شدن به او.,پیامبران برای هدایت مردم به راه راست، مبعوث شده اند.,n,2
در مسئله عدل الهی میان عدلیه و اشاعره اختلافی نیست و اختلاف در حسن و قبح ذاتی افعال است.,اساس اختلاف عدلیه و اشاعره در مسئله عدل الهی را حسن و قبح ذاتی افعال تشکیل می‌دهد.,e,1
در مسئله عدل الهی میان عدلیه و اشاعره اختلافی نیست و اختلاف در حسن و قبح ذاتی افعال است.,اساس و پایه اختلاف اشاعره و عدلیه در مسئله عدل الهی را حسن و قبح اعتباری اشیا تشکیل می‌دهد.,c,0
در مسئله عدل الهی میان عدلیه و اشاعره اختلافی نیست و اختلاف در حسن و قبح ذاتی افعال است.,مسئلة حسن و قبح، در یونان باستان قبل از اسلام مطرح بوده است.,n,2
